mean_red,mean_green,mean_blue,median_red,median_green,median_blue,per_red,per_green,per_blue,sd_red,sd_green,sd_blue,per_edges,shannon_whole,shannon_edges
0.3206666976917347,0.3110663564159842,0.15815582030280453,0.27058823529411763,0.27058823529411763,0.08235294117647059,0.4059643173617822,0.3938102769812094,0.20022540565700853,0.23703127137432897,0.2125420252511895,0.17031296182399064,0.1332610759493671,0.07569796061884669,0.4408048523206751
0.6341076711386309,0.6189814456484348,0.6054563338493292,0.8392156862745098,0.8196078431372549,0.803921568627451,0.3411849147522879,0.33304617083025106,0.325768914417461,0.3522726853659844,0.35341755669913516,0.3573257601017739,0.2963980263157895,0.15305190058479531,0.5065387426900585
0.5871955546598159,0.4943515750370777,0.4336420047073578,0.5568627450980392,0.4549019607843137,0.4196078431372549,0.38753944397224815,0.32626393881279314,0.28619661721495865,0.26425545711779125,0.25037435329882013,0.21760539917528426,0.04164726540691681,0.04469278056924261,0.25289937831027964
0.8015535833046669,0.6585681458548331,0.45242405687421167,0.8784313725490196,0.7098039215686275,0.43137254901960786,0.419102951238072,0.34434111364235076,0.2365559351195773,0.17515345770354468,0.16006060867506328,0.13427148683035292,0.06832748538011696,0.10198440545808966,0.2699961013645224
0.3884488981433282,0.3273859416654836,0.2639460311075354,0.3333333333333333,0.23921568627450981,0.17254901960784313,0.3964650767064151,0.3341420019348749,0.2693929213587099,0.29482687172379285,0.2633139517804608,0.21910015427490434,0.07933024939662107,0.052908621614373826,0.3142558326629123
0.4845620873665922,0.5565024199553239,0.6887366592206503,0.40784313725490196,0.5686274509803921,0.7490196078431373,0.2801258877256447,0.3217146749112391,0.39815943736311615,0.2562528615512315,0.20409230920658475,0.19906387207341003,0.0944493670886076,0.06601371308016878,0.32955379746835445
0.21499029730396177,0.1889424700861073,0.11193834466753992,0.12941176470588237,0.1607843137254902,0.10588235294117647,0.4167519604779749,0.3662590629130004,0.2169889766090247,0.21081590068688585,0.08774076525210787,0.03028708758229705,0.02854501989519303,0.03604390146804649,0.12501814775325887
0.3935449691479859,0.4019374692861513,0.33293784691627204,0.3176470588235294,0.33725490196078434,0.23921568627450981,0.34875743927784664,0.3561948278529372,0.29504773286921604,0.25945288924843946,0.2458018650550629,0.23676437646604773,0.08861210950214336,0.053879643672509275,0.30209119638409315
0.5748107287294799,0.5635207387234984,0.5201340874462167,0.7490196078431373,0.6784313725490196,0.5647058823529412,0.3465919005863334,0.33978440918403663,0.31362369022963016,0.31726858677113545,0.30714407288121154,0.3282509307309263,0.04544569359354934,0.060167056148550495,0.13238348877520228
0.5727895236292982,0.620265305825374,0.6999124519889619,0.6235294117647059,0.6666666666666666,0.7215686274509804,0.30258817954448297,0.3276682655351237,0.3697435549203933,0.14763985575175756,0.1292392481334638,0.07009011798259761,0.03857602432212677,0.0398557641319334,0.11299890409021812
0.2508787814047036,0.2500024547569413,0.21262989171015093,0.20392156862745098,0.20392156862745098,0.18823529411764706,0.3516115889502731,0.3503833997692911,0.29800501128043577,0.16449833885990345,0.1501179583734769,0.10067544869941464,0.013806955756108298,0.034244533714872696,0.08253173380292024
0.1022845974960907,0.44795501774787067,0.7095994765164907,0.10196078431372549,0.4549019607843137,0.7254901960784313,0.08118862016986786,0.3555652628002794,0.5632461170298528,0.08541759104381119,0.04977797454468323,0.09575451358751719,0.004466212850738834,0.1197483719814784,0.01881306842289741
0.4649786387724758,0.30080168641636423,0.4325312589560529,0.3843137254901961,0.2235294117647059,0.3568627450980392,0.3880281597246524,0.2510212622462582,0.3609505780290894,0.16766638161774597,0.2084327871542533,0.17173276385620956,0.008987413055720438,0.015859245392143433,0.02044554028481703
0.5767791340674201,0.3750635926784507,0.27745173500434656,0.6313725490196078,0.3254901960784314,0.20392156862745098,0.4691952595688309,0.3051047607783502,0.22569997965281877,0.27773266300657234,0.20563387638633732,0.17673468026663683,0.04969981527093596,0.058954741379310345,0.2590932881773399
0.39950080050965175,0.37196910051318055,0.32645893812673316,0.36470588235294116,0.33725490196078434,0.3137254901960784,0.36386766269760906,0.33879162952063513,0.2973407077817558,0.22406073113796238,0.19467551447755677,0.1648698411328084,0.12627522023302074,0.06266774020397209,0.4648752012882448
0.312834743421178,0.21552696634209237,0.1462314894211653,0.2901960784313726,0.17254901960784313,0.10980392156862745,0.46373835935403157,0.3194917568138228,0.21676988383214554,0.20028352580152087,0.18655094130090072,0.12704945673930443,0.080278587625526407,0.053478026131087354,0.2935395745599827
0.7023438583571143,0.6183743717205192,0.6046746325447236,0.8627450980392157,0.7215686274509804,0.7098039215686275,0.3647795065577069,0.32116789447235317,0.3140525989699399,0.2718066564630495,0.27164277144757354,0.2615622623758496,0.14580907668231613,0.1474679186228482,0.36105372978612416
0.3642744845804788,0.35103899052090715,0.3156814297631703,0.29411764705882354,0.27058823529411763,0.24705882352941178,0.353323263637597,0.3404856695843942,0.3061910667780089,0.21341353133673463,0.19015710468765232,0.16200737477670327,0.07278724272088354,0.062337893239625165,0.2966030789825971
0.7987706250074137,0.7669177134858783,0.7522719713414706,0.788235294117647,0.7529411764705882,0.7372549019607844,0.3446006480863146,0.33085886338603815,0.32454048852764733,0.06625148013658654,0.0735028736029394,0.07670981727551535,0.03717281710022182,0.206542985817033,0.32500235262485716
0.5322173976099316,0.3694368256178211,0.23367194570135746,0.6705882352941176,0.43529411764705883,0.25098039215686274,0.4687792919561985,0.32540148877770525,0.20581921926609623,0.2562631370211354,0.16156991874291526,0.1003614316019225,0.1857914201183432,0.351370808678501,0.5070044378698225
0.3291254643161614,0.3006152151077821,0.2158747488125683,0.27450980392156865,0.2235294117647059,0.11764705882352941,0.3892141194757236,0.35549873508658647,0.2552871454376898,0.23526802795034296,0.23493023375654284,0.22107845817624183,0.15483501552795031,0.06506664078674948,0.4291867236024845
0.38078564938253945,0.36790058387460944,0.36531957783680147,0.27450980392156865,0.25098039215686274,0.25882352941176473,0.3418165736573752,0.33025014789943724,0.32793327844318765,0.2947948715613029,0.30931588184087827,0.262705828995718,0.029777775505456554,0.07136210603275721,0.2068103455376866
0.509689788460187,0.4062793479587647,0.31544932328713415,0.5294117647058824,0.25882352941176473,0.1843137254901961,0.4139046190535745,0.32992793372265616,0.2561674472237692,0.27292012989231623,0.27669776447356803,0.21100478144623683,0.0462290133936993,0.276527699176256,0.2875231088473873
0.515758141711323,0.46173184003350803,0.36589128214441585,0.6901960784313725,0.6196078431372549,0.47058823529411764,0.3839253647308898,0.3437087090947957,0.2723659261743146,0.3235246654097645,0.28665231817827486,0.232754721313358,0.2843419488078103,0.16911432366091605,0.5396944600899792
0.36501888063651966,0.2993682285567622,0.2132974863247726,0.24705882352941178,0.2784313725490196,0.1568627450980392,0.4158884438675455,0.3410886212262386,0.24302293490621582,0.28522313797143917,0.1951091907271669,0.1727095232341313,0.1603599672757022,0.20293246068539222,0.4963421507135715
0.02031964586388572,0.4494900331323665,0.5390650154798762,0.011764705882352941,0.4549019607843137,0.5490196078431373,0.0201409015164534,0.4455360369265378,0.5343230615570088,0.025422551928851716,0.02859900548274853,0.035120792775331616,0.015145429362880887,0.033831948291782085,0.1125207756232687
0.7132794740152539,0.5548386595334016,0.5381067053555622,0.7333333333333333,0.6274509803921569,0.6078431372549019,0.3949007115016638,0.30718139158688884,0.2979178969114474,0.16282620419191193,0.27664406194145574,0.2816689913232531,0.176836966894223,0.3303200469793731,0.5066431769801072
0.6305466022622075,0.49905036926780105,0.501807421587449,0.7333333333333333,0.5254901960784314,0.5254901960784314,0.38650539677491813,0.3059023080808086,0.3075922951442733,0.289520484698496,0.3518515212621902,0.3260791307526721,0.06659511874288965,0.049035325120875994,0.27287089377133106
0.1985146873843877,0.22249559748427672,0.30855035146133925,0.023529411764705882,0.09019607843137255,0.26666666666666666,0.27210169723931377,0.3049720426303741,0.4229262601303121,0.2913850521148231,0.2533808029686497,0.19590744402167828,0.05819946091644205,0.1411338724168913,0.15887690925426776
0.3471290482619906,0.2959606480481881,0.24857832821377954,0.18823529411764706,0.1568627450980392,0.1568627450980392,0.38930301268492284,0.3319179783375039,0.2787790089775733,0.3375192774250249,0.2778530464952083,0.20512744312798978,0.18693534967944012,0.12588704546566828,0.451648477136658
0.30859434126436674,0.19559079843033875,0.16745197287700014,0.23921568627450981,0.12549019607843137,0.12156862745098039,0.45946588639623487,0.29121499507586684,0.2493191185278984,0.26573848888401935,0.21415946755197943,0.17590239025190305,0.0036478286581132853,0.1598251496530107,0.029953294547823126
0.2694854799807046,0.18230954938849714,0.05199364830736909,0.23529411764705882,0.1450980392156863,0.03529411764705882,0.5349176984753752,0.3618770279421335,0.1032052735824913,0.19663593318180017,0.1323239749599356,0.055403573817878526,0.05754305354558611,0.2619917993246503,0.3479807525325615
0.5070525962920666,0.38653023562366123,0.28981531923114073,0.5176470588235295,0.37254901960784315,0.2784313725490196,0.4284716819953334,0.3266273783249219,0.24490093967974477,0.18980703097874005,0.14323713583429776,0.13236288151581033,0.03271515502752825,0.056554621848739495,0.249537332174249
0.5139095492083673,0.40353593360787093,0.35265901802294675,0.5725490196078431,0.4470588235294118,0.403921568627451,0.40461989455892483,0.3177186864082808,0.27766141903279423,0.19956619708797016,0.16553880021479792,0.1541582168361999,0.0750786825898123,0.059040480086102395,0.34809911560225476
0.40040297238066225,0.3372185628655608,0.20112050913629703,0.3176470588235294,0.25882352941176473,0.13725490196078433,0.4265314148617222,0.35922388358281565,0.21424470155546219,0.24156581469847627,0.2091067111937557,0.15745468237305968,0.03336121391561806,0.0907508018751542,0.19300542807796695
0.4730088927473662,0.42840846153645606,0.4210531140258257,0.42745098039215684,0.3843137254901961,0.3843137254901961,0.35767066568371497,0.32394557897692655,0.3183837553393584,0.24807508171484532,0.24057763605404064,0.23741024820689383,0.2640194123121925,0.0852776669769091,0.5645977928466959
0.784878388746803,0.7600104433077579,0.7418360826939471,0.9098039215686274,0.8901960784313725,0.8745098039215686,0.34323253474199505,0.3323576169595122,0.32440984829849273,0.2862768457785415,0.292528992691693,0.2959455385774169,0.08415760869565217,0.08893478260869565,0.3211974637681159
0.44118063843895045,0.5048262913606836,0.41699041294626166,0.45098039215686275,0.5058823529411764,0.43137254901960786,0.32368415154071206,0.3703795125114919,0.305936335947796,0.13687699394812203,0.174385730089581,0.14896564792665323,0.04667175184337656,0.1338418510043224,0.33344859733875754
